Time,Velocity,Acceleration,Battery,EnergyConsumption,Solar,Cumulative Distance
0,1.2259822952813086e-06,,100.0,,,0.0
200,24.543015550256655,0.1227150716213718,99.57419539317854,45.135615782539794,32.12728504414436,2.4543016776238953
400,22.59698571973256,-0.009730149152620467,98.30791415336459,71.49257942070253,32.80768754438585,7.168301804622817
600,22.570728619328523,-0.00013128550202019085,97.1716653200418,68.20494405084533,33.49254219283432,11.685073238528927
800,23.179092443245366,0.003041819119584215,95.96189048647014,71.14015173742902,34.18153057181455,16.260055344786316
1000,22.33443148113434,-0.004223304810555124,94.87836843679212,67.97592255934886,34.87432394168563,20.811407737224286
1200,22.542117645576727,0.0010384308222119287,93.82813589722802,67.65518750701806,35.57058342333493,25.299062649895394
1400,22.399146500726193,-0.0007148557242526721,92.81267598875095,67.29226040359181,36.26996019961767,29.793189064525688
1600,22.32260804294182,-0.0003826922889218665,91.83942032330948,66.70505631500086,36.97209573576342,34.26536451889248
1800,22.37757843937088,0.0002748519821452966,90.88450299947444,66.84934626189174,37.67662201873136,38.73538316712376
2000,22.332958844865164,-0.00022309797252857423,89.9569068432409,66.72122438839023,38.38316181545541,43.20643689554736
2200,22.308399576756425,-0.00012279634054369382,89.05856431649661,66.53569314191841,39.09132894988052,47.67057273770952
2400,22.534059075183663,0.0011282974921361876,88.14939361667001,67.57589347835155,39.800728598649044,52.154818602903525
2600,22.486846839925477,-0.00023606117629093148,87.25936616045043,67.70129639276367,40.51095760525495,56.656909194414446
2800,22.133924303086324,-0.001764612684195761,86.45019268346668,65.94185453429449,41.22160481244125,61.11898630871563
3000,22.038375945838265,-0.00047774178624029775,85.69643926003948,64.9594184982747,41.93225141257369,65.53621633360808
3200,22.583018114863705,0.002723210845127202,84.88637034415686,67.39007669589509,42.64247131568079,69.99835573967829
3400,22.746350476299884,0.0008166618071808962,84.04566896681075,69.03525861273236,43.351831534808774,74.53129259879465
3600,22.364217861990618,-0.0019106630715463346,83.28029261360601,67.44214017870081,44.05989258829614,79.0423494326237
3800,22.320879729553358,-0.0002166906621862985,82.5641911372235,66.64310902201744,44.766208918531696,83.5108591917781
4000,22.296123555337253,-0.00012378087108052326,81.8771712588944,66.45878660967077,45.470329326716964,87.97255952026717
4200,22.36207318497061,0.0003297481481667752,81.20408298311028,66.7346442483179,46.171797423112956,92.43837919429797
4400,22.0102211038948,-0.0017592604053790417,80.605104903955,65.16893241040421,46.87015209221038,96.87560862318449
4600,22.676771767590242,0.003332753318477213,79.94292167410273,67.79462564420821,47.56492797222187,101.344307910333
4800,22.2722202289999,-0.0020227576929517177,79.33288666353752,66.89222552102356,48.25565594825583,105.83920710999202
5000,22.39202119332071,0.0005990048216040478,78.74700493403738,66.840550494722,48.94186365849267,110.30563125222407
5200,22.08218236102322,-0.001549194161487435,78.22555874556332,65.55325707052921,49.62307601264706,114.75305160765848
5400,22.49904145067962,0.002084295448281992,77.67699813870512,67.05734226148192,50.29881572196336,119.21117398882876
5600,21.995329657420953,-0.0025185589662933337,77.20773379805784,65.30462944673042,50.9686038399567,123.66061109963881
5800,22.71703731068036,0.003608538266297039,76.67312312520855,67.96431636862411,51.63196031307813,128.13184779644894
6000,22.332970420237714,-0.0019203344522132327,76.18350748393443,67.24616238137479,52.288404540450735,132.63684856954075
6200,22.340898834106934,3.9642069346097486e-05,75.73332777125128,66.69044616426278,52.93745594179266,137.1042354949752
6400,22.36030846134712,9.704813620093234e-05,75.30070810923387,66.79516520724641,53.57863453261444,141.57435622452059
6600,22.29428480586168,-0.00033011827742720714,74.89812161618212,66.51047886848231,54.21146150575096,146.03981555124147
6800,22.322485156012405,0.00014100175075363098,74.51488381289676,66.54337470863125,54.835459818263594,150.50149254742888
7000,22.324411987624913,9.6341580625392e-06,74.15005017444417,66.59582243745075,55.45015478272435,154.9661822617926
7200,22.31954957575124,-2.4312059368369887e-05,73.80567823508407,66.57563740932501,56.055074661873775,159.4305784181302
7400,22.318632933180947,-4.583212851461127e-06,73.48115905005832,66.56381236816145,56.64975126562464,163.89439666902342
7600,22.31771870379066,-4.571146951430904e-06,73.17594350449882,66.55805546620998,57.233720549367625,168.35803183272057
7800,22.321698671424056,1.9899838166974605e-05,72.88890363274983,66.57559129445252,57.806523212520354,172.82197357024202
8000,22.326855317199183,2.5783228875635445e-05,72.61922965596665,66.60624528697542,58.367705296249646,177.28682896910436
8200,22.30344734717816,-0.00011703985010511175,72.37091690742538,66.50277324722288,58.91681877928709,181.7498592355421
8400,22.384149080948816,0.0004035086688532807,72.12876551050024,66.85114734681436,59.453422170751445,186.2186188783548
8600,22.276844244483115,-0.0005365241823285061,71.91642642850638,66.46404005379928,59.97708109888636,190.68471821089798
8800,22.339601394310876,0.00031378574913880185,71.71640476106961,66.59803083481376,60.48736889462057,195.1463627747774
9000,22.350017704188655,5.2081549388898196e-05,71.52785365219178,66.74410354507583,60.983867168858104,199.61532468462735
9200,22.250364900625762,-0.000498264017814467,71.37008715153671,66.28593297742209,61.46616638240953,204.0753629451088
9400,22.398175802557443,0.0007390545096584056,71.20961776644629,66.83620612199341,61.93386640748094,208.5402170154271
9600,22.27596930068207,-0.0006110325093768587,71.07558174837605,66.48137743169177,62.386577079646244,213.00763152575107
9800,22.398422739370343,0.0006122671934413582,70.94291623863631,66.87685006178862,62.823918739239616,217.47507072975628
10000,22.331760701446868,-0.00033331018961737515,70.82828215654641,66.74759396896503,63.24552276111836,221.94808907383802
10200,22.327749778834935,-2.0054613059663495e-05,70.73090321800132,66.62595864431607,63.65103207176323,226.4140401218662
10400,22.33540032494203,3.8252730535468516e-05,70.64526895553182,66.65622837114547,64.0401016527025,230.88035513224392
10600,22.336407678605735,5.036768318529283e-06,70.57127918022158,66.67278666499487,64.41239902926688,235.3475359325987
10800,22.375298909550786,0.00019445615472525547,70.50279660551269,66.85974740106425,64.76760474370762,239.81870659141435
11000,22.28990469816452,-0.00042697105693132896,70.45673405092474,66.51262385439723,65.10541281173548,244.2852269521859
11200,22.192185222345334,-0.000488597379095932,70.44059544665907,65.91856552188395,65.42553116156824,248.73343594423687
11400,22.383643313350426,0.0009572904550254613,70.4095049328087,66.67749725273421,65.72768205460511,253.19101879780646
11600,22.40679904695551,0.00011577866802541691,70.374428565275,67.0831855150351,66.01160248688038,257.6700630338371
11800,22.20544690967278,-0.0010067606864136457,70.3782814603583,66.15933862568957,66.27704457048391,262.13128762949987
12000,22.347852530451444,0.0007120281038933207,70.37815224252499,66.52772349898233,66.52377589417479,266.5866175735123
12200,22.412700581542765,0.0003242402554566048,70.36818675403144,67.05602553593144,66.75157986245362,271.06267288471173
12400,22.28498411000666,-0.0006385823576805194,70.38172771064131,66.54657978796918,66.96025601240093,275.53244135386666
